state_abbr,county_clean,MonthlyCharge,Tenure,Churn_Flag,InternetService
MN,ANOKA,117.472,71.16551,0,
LA,ST MARTIN,127.4586,68.04429,0,
PA,ALLEGHENY,154.9755,56.01076,0,DSL
AL,LIMESTONE,125.0073,49.85906,0,
MS,TISHOMINGO,192.4567,39.32461,0,Fiber Optic
LA,PLAQUEMINES,139.9875,68.526,0,DSL
IL,KANE,169.9447,65.36086,0,Fiber Optic
NE,NEMAHA,147.4893,51.80639,0,
TX,TERRELL,137.4698,66.34362,0,DSL
NJ,SOMERSET,252.6378,48.28818,1,Fiber Optic
OK,WASHINGTON,210.1518,36.82387,1,
NC,MACON,142.4526,62.76892,0,DSL
PA,BEAVER,117.4392,55.55865,0,DSL
GA,DEKALB,187.6094,62.70376,0,DSL
TN,KNOX,127.475,65.25844,0,
MI,WEXFORD,149.9845,50.43597,0,
CA,LOS ANGELES,120.0035,61.77813,0,
ID,CLEARWATER,262.6106,65.03892,0,Fiber Optic
PA,BEAVER,175.1331,50.89092,0,
OH,BELMONT,127.4601,67.40315,0,DSL
TX,MILAM,182.4538,56.45799,0,Fiber Optic
MO,PUTNAM,137.4392,70.27281,0,Fiber Optic
PA,WESTMORELAND,157.4836,41.74273,0,Fiber Optic
FL,ORANGE,139.983,64.92325,0,DSL
MN,WRIGHT,159.9942,58.76049,0,
GA,MONTGOMERY,127.482,48.09099,0,Fiber Optic
PA,CHESTER,144.9607,60.49976,0,Fiber Optic
TX,DELTA,139.9678,59.84496,0,
TX,HARRIS,127.4958,69.74808,0,Fiber Optic
NC,HALIFAX,182.4433,63.90452,0,DSL
CO,LARIMER,255.1198,58.40109,1,DSL
NC,CUMBERLAND,192.4705,71.52133,0,Fiber Optic
CA,SAN JOAQUIN,147.4783,58.55948,0,Fiber Optic
IA,JONES,139.9875,64.1725,0,DSL
CO,EAGLE,157.4836,38.8517,0,Fiber Optic
WY,BIG HORN,127.4958,68.41518,0,Fiber Optic
AR,PULASKI,179.9476,67.14449,0,Fiber Optic
MS,COAHOMA,197.4876,66.97927,0,Fiber Optic
TX,COLLIN,194.9581,65.98685,0,Fiber Optic
MA,ESSEX,129.9621,46.58138,0,DSL
OK,GRANT,197.6288,63.13521,0,
AK,ALEUTIANS WEST,174.9618,58.172,0,Fiber Optic
VA,NORTHAMPTON,197.484,68.3119,0,DSL
MA,WORCESTER,179.9476,71.25643,0,Fiber Optic
MD,ANNE ARUNDEL,182.4538,57.89761,0,Fiber Optic
AK,KENAI PENINSULA,210.127,60.89154,0,Fiber Optic
FL,PALM BEACH,149.9741,48.3857,0,DSL
IA,JONES,222.6362,71.95713,0,Fiber Optic
FL,LEVY,270.1604,67.08693,0,DSL
OH,PUTNAM,210.1051,65.13005,0,DSL
HI,KAUAI,217.484,61.73523,0,Fiber Optic
NJ,SALEM,162.5119,71.81426,0,
TN,OVERTON,129.995,49.20927,0,
CO,WELD,182.447,64.88531,0,Fiber Optic
NC,GUILFORD,222.6609,40.24973,0,
CT,TOLLAND,212.6415,69.97649,1,DSL
NY,ERIE,184.9853,58.34647,0,Fiber Optic
CA,ORANGE,167.4564,42.34953,0,Fiber Optic
CA,ORANGE,147.4893,57.11409,0,
AZ,GILA,160.0122,54.37108,0,
IN,HENRY,229.9931,64.26648,0,Fiber Optic
TX,GRAYSON,242.6326,69.13737,0,Fiber Optic
FL,HILLSBOROUGH,225.1457,46.24205,1,DSL
OH,FAIRFIELD,164.9785,54.26571,0,DSL
NJ,GLOUCESTER,139.983,59.31818,0,DSL
MO,HICKORY,144.9607,69.33555,0,Fiber Optic
AR,CLARK,210.1051,63.17917,1,DSL
MI,ONTONAGON,232.624,60.45619,1,DSL
NM,BERNALILLO,127.4887,55.68371,0,
DE,KENT,124.9935,38.06839,0,
WI,DOUGLAS,212.6557,57.70698,0,
NC,PAMLICO,270.1604,44.60467,0,DSL
NC,COLUMBUS,142.4827,71.28653,0,DSL
MN,KITTSON,187.6422,71.37419,0,
SC,YORK,169.9447,62.02081,0,Fiber Optic
FL,JACKSON,139.9816,67.98776,0,
IN,NOBLE,220.1323,50.52613,0,Fiber Optic
MN,CLAY,169.9928,61.00511,0,Fiber Optic
AL,BIBB,167.4564,59.93377,0,Fiber Optic
NY,ST LAWRENCE,162.5005,61.0006,0,
OH,SHELBY,172.4579,66.7755,0,Fiber Optic
FL,PALM BEACH,114.9658,69.31336,0,
WV,RITCHIE,255.1336,61.67106,1,DSL
MO,JACKSON,102.4746,60.1778,0,
IA,RINGGOLD,134.9509,64.36371,0,Fiber Optic
OK,ROGERS,149.9378,67.71776,0,DSL
IA,CERRO GORDO,139.9349,67.70719,0,DSL
CO,BENT,149.9707,59.71984,0,
GA,LIBERTY,159.9794,67.75523,0,DSL
TN,LAWRENCE,104.9643,56.26602,0,DSL
FL,PASCO,242.6143,62.65179,0,Fiber Optic
VA,CLARKE,140.0049,66.20027,0,Fiber Optic
IN,LAWRENCE,169.9671,49.26352,0,
CO,JEFFERSON,149.9928,59.3332,0,DSL
VA,BEDFORD,159.9349,69.54666,0,Fiber Optic
GA,CLINCH,245.1283,54.16378,0,DSL
KY,SHELBY,172.4848,60.69643,0,
KS,PRATT,187.6094,66.67317,0,DSL
IA,IOWA,200.1323,45.80397,0,DSL
WA,LEWIS,169.9928,58.2078,0,Fiber Optic
MD,MONTGOMERY,192.4705,62.98803,0,Fiber Optic
OH,SUMMIT,262.6106,67.50861,0,Fiber Optic
WV,CLAY,174.9618,67.96418,0,Fiber Optic
PA,LAWRENCE,179.9656,71.4869,0,Fiber Optic
TX,PECOS,184.9853,66.63268,0,Fiber Optic
LA,JEFFERSON,172.4871,70.43313,0,
MI,SAGINAW,147.4783,46.98814,0,Fiber Optic
PA,JEFFERSON,149.9447,70.69978,0,DSL
VA,DINWIDDIE,192.4567,61.12405,0,Fiber Optic
IL,LOGAN,127.4601,61.4665,0,DSL
IN,NOBLE,102.4746,56.77763,0,
MO,MARION,255.1417,58.6688,0,Fiber Optic
IL,MASSAC,200.1323,54.67568,0,DSL
AZ,YUMA,157.4698,51.11345,0,Fiber Optic
TX,DENTON,162.5007,63.07329,0,Fiber Optic
NE,RICHARDSON,172.4579,66.81169,0,Fiber Optic
IA,CHEROKEE,197.484,57.69575,1,DSL
IN,SHELBY,192.4705,63.91757,0,Fiber Optic
SD,CLAY,132.4798,69.88681,0,DSL
MO,NEW MADRID,235.1555,68.53085,0,DSL
NY,COLUMBIA,210.138,67.54816,0,
VA,NORTHAMPTON,230.1051,70.1175,0,Fiber Optic
KY,OHIO,184.9496,43.45813,0,DSL
PA,NORTHUMBERLAND,204.961,70.06451,0,Fiber Optic
AZ,MOHAVE,149.9915,57.22556,0,Fiber Optic
IL,SANGAMON,210.138,56.45798,0,
OK,HASKELL,154.9618,57.47194,0,DSL
TX,TAYLOR,235.1591,64.57182,1,Fiber Optic
MN,SWIFT,149.9378,66.49211,0,DSL
PA,CAMBRIA,179.9476,68.69674,0,Fiber Optic
ID,TETON,149.9845,58.30226,0,
TX,BEXAR,252.624,62.43485,0,Fiber Optic
OK,OKLAHOMA,184.9797,68.12367,0,DSL
TN,MARION,149.9915,61.20291,0,Fiber Optic
TX,WILLACY,212.6228,48.89289,0,DSL
VA,RAPPAHANNOCK,104.9923,62.17828,0,
MA,MIDDLESEX,139.9678,51.05765,0,
LA,FRANKLIN,172.4404,61.41766,0,DSL
CO,LARIMER,192.4567,66.80803,0,Fiber Optic
MI,MACOMB,104.9923,67.78586,0,
CA,SUTTER,129.995,61.49459,0,
PA,WESTMORELAND,192.4885,50.27485,0,Fiber Optic
NY,ULSTER,212.6415,54.55234,0,DSL
PA,ERIE,152.4624,68.67008,0,DSL
AR,ARKANSAS,245.1457,62.03084,0,Fiber Optic
AZ,NAVAJO,127.4738,55.591,0,DSL
IL,LAKE,162.4713,71.98828,0,Fiber Optic
WV,DODDRIDGE,137.4616,61.70653,0,
CA,SAN BERNARDINO,159.9349,68.23146,0,Fiber Optic
PA,SCHUYLKILL,159.9794,57.33546,0,DSL
MN,HOUSTON,117.4858,41.93,0,
WV,RALEIGH,202.65,42.73824,1,DSL
OH,JEFFERSON,139.9349,47.46129,0,DSL
ND,RICHLAND,190.1737,61.70332,0,
MA,NORFOLK,210.1051,45.6406,1,DSL
AZ,COCONINO,232.624,70.54929,1,DSL
NE,OTOE,182.4433,71.26299,0,DSL
CO,LARIMER,179.9794,49.19922,0,Fiber Optic
SD,MINNEHAHA,214.9663,68.59441,0,Fiber Optic
FL,MARION,182.4538,36.88048,0,Fiber Optic
IL,RICHLAND,192.4567,63.86048,0,Fiber Optic
LA,VERNON,104.9629,68.36284,0,
AK,ALEUTIANS WEST,207.4811,66.03197,0,Fiber Optic
MO,JACKSON,139.965,38.01787,0,DSL
GA,MONTGOMERY,137.4872,55.13723,0,Fiber Optic
UT,MILLARD,184.9963,65.61344,0,
OH,CLARK,114.9728,54.79873,0,Fiber Optic
IL,LAKE,117.4686,45.91152,0,DSL
CT,WINDHAM,152.466,47.56294,0,Fiber Optic
AZ,APACHE,149.9845,59.36326,0,
ND,KIDDER,182.4762,54.79811,0,
MO,ST LOUIS,287.6427,66.8679,0,Fiber Optic
VT,WINDSOR,117.4392,62.83739,0,DSL
OH,CLARK,149.9621,54.41951,0,Fiber Optic
GA,TWIGGS,152.4579,64.54829,0,DSL
OK,CRAIG,287.6427,65.52483,0,Fiber Optic
FL,MARION,207.6386,63.94696,0,
NM,RIO ARRIBA,149.9598,55.505,0,Fiber Optic
MN,RAMSEY,127.4421,64.38615,0,DSL
SD,BUTTE,265.147,56.51219,0,Fiber Optic
UT,SALT LAKE,172.4404,47.11262,1,DSL
CT,WINDHAM,152.4798,63.50859,0,Fiber Optic
KY,LAWRENCE,159.965,67.61562,0,Fiber Optic
MO,LEWIS,182.4538,71.24628,0,Fiber Optic
TX,LEON,220.1149,52.53836,0,DSL
NC,WAKE,152.4579,58.13967,0,DSL
KY,WHITLEY,179.9656,41.27155,0,Fiber Optic
AL,TALLADEGA,147.4421,61.91437,0,Fiber Optic
NC,GRANVILLE,159.9642,71.78213,0,
AL,MONTGOMERY,184.961,51.74735,0,DSL
NH,CARROLL,162.4608,67.16748,0,DSL
MN,OTTER TAIL,134.9801,49.75092,0,
SD,HANSON,242.6143,65.86516,0,Fiber Optic
MN,MARTIN,182.4608,46.86241,0,Fiber Optic
NV,HUMBOLDT,162.4818,65.40232,0,
FL,PALM BEACH,169.9378,64.58418,0,Fiber Optic
WV,WYOMING,194.9699,53.08332,1,Fiber Optic
OH,BUTLER,184.9496,71.91339,0,DSL
MN,GOODHUE,149.9483,67.25763,0,Fiber Optic
KY,GRAVES,149.9621,58.50824,0,Fiber Optic
OH,ALLEN,172.5104,71.4622,0,Fiber Optic
NE,BUFFALO,142.4526,70.67499,0,DSL
KY,BOURBON,194.9882,60.51117,0,Fiber Optic
NH,COOS,114.9728,45.25561,0,Fiber Optic
TN,GIBSON,149.9845,64.22099,0,
NM,SANDOVAL,144.9607,70.2187,0,Fiber Optic
NY,BRONX,184.967,47.81985,0,Fiber Optic
CO,PUEBLO,112.4551,68.28659,0,Fiber Optic
IL,IROQUOIS,187.656,71.5701,0,
IA,MADISON,232.6378,59.14141,0,DSL
AR,JEFFERSON,240.1149,58.12044,0,Fiber Optic
SC,BEAUFORT,210.127,64.28134,0,Fiber Optic
MN,PIPESTONE,242.6326,65.2394,0,Fiber Optic
UT,DAVIS,222.65,65.31873,0,Fiber Optic
NC,HYDE,252.6378,54.12731,0,Fiber Optic
IA,HAMILTON,204.9496,40.73055,0,Fiber Optic
AR,PIKE,152.4579,64.98884,0,DSL
VT,WASHINGTON,147.4783,71.74549,0,Fiber Optic
AZ,PIMA,182.4762,65.9436,0,
HI,KAUAI,172.4885,51.54301,0,DSL
IA,CHICKASAW,137.5165,71.13061,0,
OK,ROGERS,149.9741,62.4021,0,DSL
GA,BARROW,159.965,66.17677,0,Fiber Optic
HI,HONOLULU,235.1417,66.81622,0,DSL
NC,ONSLOW,252.624,47.65766,0,Fiber Optic
SC,GREENVILLE,222.6281,66.01153,0,DSL
CA,LOS ANGELES,227.4754,64.62103,0,Fiber Optic
TX,HUDSPETH,105.011,65.64436,0,
NJ,ATLANTIC,94.97283,61.91633,0,DSL
MO,WORTH,197.6288,58.97078,0,
NM,TAOS,112.4844,65.45503,0,
MO,VERNON,187.5139,66.36071,0,
VA,CHARLOTTE,222.6609,69.91714,1,
FL,COLLIER,242.6143,49.86477,0,Fiber Optic
MD,DORCHESTER,287.6427,41.3275,0,Fiber Optic
PA,FAYETTE,222.6281,56.5003,0,DSL
MN,DAKOTA,179.9476,57.55841,0,Fiber Optic
DE,SUSSEX,222.6143,65.26459,0,DSL
MD,MONTGOMERY,190.1599,68.01321,0,
NE,CASS,104.9629,69.05044,0,
NY,SULLIVAN,257.6513,68.90605,0,DSL
OH,HARDIN,124.9643,70.33871,0,Fiber Optic
GA,LIBERTY,245.1283,59.27052,1,DSL
SC,CHESTERFIELD,232.6378,36.88134,1,DSL
AL,RUSSELL,182.4653,58.42671,0,Fiber Optic
IL,MONTGOMERY,92.45514,70.11539,0,DSL
OH,MEDINA,174.9744,50.97055,0,DSL
NJ,ESSEX,149.9378,70.54541,0,DSL
MO,KNOX,139.9568,62.91776,0,Fiber Optic
IA,LEE,262.6106,55.10455,0,Fiber Optic
PA,SOMERSET,220.1478,70.39347,0,
WV,KANAWHA,222.6143,45.10633,1,DSL
IN,WELLS,172.4579,62.23238,0,Fiber Optic
PA,LAWRENCE,257.6549,56.98279,0,Fiber Optic
GA,QUITMAN,117.4858,56.84758,0,
AR,SEVIER,169.9447,49.59993,0,Fiber Optic
PA,MONTGOMERY,137.4686,70.50302,0,Fiber Optic
NY,WYOMING,182.447,57.89585,0,Fiber Optic
OH,MUSKINGUM,130.0064,63.58391,0,
TX,TRINITY,124.9781,51.08011,0,Fiber Optic
CA,ALAMEDA,142.5007,53.79471,0,DSL
OH,MONTGOMERY,242.6435,53.06052,0,
ND,NELSON,179.9476,62.96952,0,Fiber Optic
TN,HAMILTON,147.4564,62.55541,0,DSL
IN,PERRY,262.6106,68.31311,0,Fiber Optic
OR,MORROW,190.1737,64.12593,0,
KY,FRANKLIN,174.9919,59.39367,0,Fiber Optic
TN,SHELBY,160.0013,63.98562,0,Fiber Optic
IN,DAVIESS,124.9643,55.58159,0,Fiber Optic
MD,HOWARD,147.4893,52.21545,0,
SD,GREGORY,117.4392,53.61209,0,DSL
AL,DEKALB,147.4783,50.54849,0,Fiber Optic
SC,KERSHAW,190.127,62.33818,1,DSL
MO,CAPE GIRARDEAU,117.4392,67.2599,0,DSL
OH,FRANKLIN,229.9931,54.396,0,Fiber Optic
SC,ANDERSON,152.4907,54.53013,0,
NE,SAUNDERS,182.4676,40.32467,0,Fiber Optic
TX,HUNT,222.65,67.58811,0,Fiber Optic
GA,CLINCH,159.9656,52.0997,0,DSL
OH,KNOX,230.1051,70.02925,0,Fiber Optic
NY,FRANKLIN,242.6281,62.2937,0,Fiber Optic
NY,ULSTER,204.9634,69.97639,0,Fiber Optic
OK,GARVIN,129.9621,56.09767,0,DSL
OH,LOGAN,174.9882,48.92659,0,DSL
TX,DALLAS,117.4392,64.90171,0,DSL
CO,COSTILLA,152.466,52.36016,0,Fiber Optic
IN,MARION,242.6143,47.24188,0,Fiber Optic
VA,PRINCE GEORGE,124.9935,49.88118,0,
PA,BLAIR,162.5007,51.39351,0,Fiber Optic
MO,LACLEDE,159.9942,64.33331,0,
TX,EASTLAND,182.4608,58.06953,0,Fiber Optic
AR,JOHNSON,149.9378,55.29166,0,DSL
VA,MIDDLESEX,182.4538,68.82747,0,Fiber Optic
TX,UVALDE,179.9656,68.26584,0,Fiber Optic
IA,LEE,134.9509,58.42342,0,Fiber Optic
AL,MONTGOMERY,147.4738,50.84495,0,Fiber Optic
IL,COOK,159.9512,63.87305,0,Fiber Optic
OH,MEDINA,184.9634,43.18866,0,DSL
MO,ST LOUIS,159.9642,64.2522,0,
NE,POLK,139.965,48.79391,0,DSL
KY,MASON,139.9349,51.54883,0,DSL
TN,HARDEMAN,144.9607,70.24032,0,Fiber Optic
NY,SARATOGA,159.9794,66.8616,0,DSL
NJ,MORRIS,139.9349,43.2029,0,DSL
GA,THOMAS,129.9598,48.36469,0,DSL
KS,RILEY,147.4893,46.39161,0,
OH,GEAUGA,207.4811,65.51344,0,Fiber Optic
MN,STEARNS,162.4827,70.74092,0,Fiber Optic
OH,ADAMS,257.6549,51.04299,0,Fiber Optic
NV,PERSHING,190.127,69.78016,0,DSL
WV,PUTNAM,255.1198,59.99904,1,DSL
IL,WINNEBAGO,194.9882,58.50038,0,Fiber Optic
TN,JOHNSON,124.9607,65.84668,0,DSL
CO,CONEJOS,210.1563,47.40865,0,
CO,PUEBLO,107.4958,64.91404,0,DSL
LA,JEFFERSON DAVIS,210.1051,69.27282,0,DSL
AR,MISSISSIPPI,174.9768,62.20392,0,DSL
IA,FAYETTE,235.1372,63.07037,1,DSL
FL,PUTNAM,179.9794,41.54053,0,Fiber Optic
ID,OWYHEE,144.9607,55.27064,0,Fiber Optic
IL,BOND,162.4653,48.00544,1,DSL
TX,TRAVIS,265.147,70.84337,0,Fiber Optic
TX,DALLAS,222.6326,70.14056,0,DSL
MS,LAMAR,194.9744,68.53399,0,Fiber Optic
MS,BOLIVAR,257.6513,67.8068,0,DSL
CA,HUMBOLDT,149.989,69.18745,0,
TX,JEFFERSON,200.1185,70.40235,0,DSL
KS,CRAWFORD,159.9942,58.17786,0,
CO,MESA,79.97886,55.78075,0,
NY,ERIE,179.9476,68.9214,0,Fiber Optic
GA,RICHMOND,255.1336,70.33868,0,DSL
TX,DALLAS,217.484,70.27195,0,Fiber Optic
NC,STANLY,137.4616,55.57772,0,
TX,TRAVIS,209.9931,62.77522,1,DSL
CA,LOS ANGELES,157.4836,48.98259,0,Fiber Optic
MI,KENT,200.1323,45.75966,1,DSL
IN,CLINTON,159.9875,55.16171,0,Fiber Optic
TX,NUECES,187.6094,67.70405,0,DSL
MD,CALVERT,157.4836,58.58252,0,Fiber Optic
TX,FANNIN,152.4555,63.78532,0,DSL
OR,BENTON,124.9607,39.52545,0,DSL
KY,BELL,164.9785,63.83787,0,DSL
VA,SCOTT,164.9647,71.12765,0,DSL
OK,MAJOR,139.9678,54.23761,0,
AL,JEFFERSON,174.9699,61.08796,0,DSL
PA,ALLEGHENY,172.5104,69.63521,0,Fiber Optic
NY,ONTARIO,230.1051,51.35655,0,Fiber Optic
CO,CHEYENNE,149.9447,62.71297,0,DSL
TX,MONTGOMERY,132.5127,65.40394,0,
IL,MONROE,192.4404,46.68593,0,Fiber Optic
WI,MILWAUKEE,275.1336,67.5017,0,Fiber Optic
WY,SHERIDAN,104.9923,58.69071,0,
VA,NORTHAMPTON,142.5156,67.71293,0,
MT,STILLWATER,125.0073,60.96912,0,
WV,NICHOLAS,229.9931,59.9904,0,Fiber Optic
NC,DURHAM,222.6609,64.94053,0,
CA,CALAVERAS,107.482,51.38074,0,DSL
IL,VERMILION,119.9568,60.12954,0,DSL
NE,MADISON,162.4827,52.95931,0,Fiber Optic
MI,CHIPPEWA,217.484,70.28492,0,Fiber Optic
ND,BARNES,92.5018,46.076,0,
IL,MACON,117.4686,70.45268,0,DSL
MI,WAYNE,204.961,62.86179,0,Fiber Optic
CA,SAN DIEGO,172.4579,68.3486,0,Fiber Optic
TN,GIBSON,134.9509,68.04513,0,Fiber Optic
CO,JEFFERSON,94.97283,51.19372,0,DSL
OH,MONROE,162.4608,63.20163,0,DSL
NY,COLUMBIA,242.6281,65.50762,0,Fiber Optic
NV,CLARK,172.4885,71.805,0,DSL
ND,EMMONS,137.4684,63.83868,0,
MA,BRISTOL,142.4526,71.97382,0,DSL
MI,WAYNE,119.9568,51.68157,0,DSL
NC,CALDWELL,212.6228,68.67656,0,DSL
NY,ONEIDA,117.4686,67.72471,0,DSL
TN,DICKSON,245.132,66.21743,0,Fiber Optic
IN,BOONE,149.9778,66.29727,0,Fiber Optic
TX,HARRIS,162.497,51.67996,0,DSL
KY,MUHLENBERG,139.983,70.11749,0,DSL
VT,LAMOILLE,209.9931,63.25715,0,DSL
NY,GENESEE,127.4601,55.36779,0,DSL
WI,DODGE,207.4811,70.42914,0,Fiber Optic
CA,SACRAMENTO,169.9447,61.35472,0,Fiber Optic
WV,KANAWHA,182.4608,67.08536,0,Fiber Optic
LA,TERREBONNE,137.4686,47.59384,0,Fiber Optic
NJ,MORRIS,252.6378,64.77844,0,Fiber Optic
MO,ST LOUIS,127.4421,69.22361,0,DSL
VT,ORLEANS,200.1652,65.97991,1,
NE,CHEYENNE,139.9349,68.78508,0,DSL
IA,VAN BUREN,107.4806,46.38121,0,
MA,FRANKLIN,162.4653,40.80483,0,DSL
SC,OCONEE,212.6228,50.98888,1,DSL
MN,PIPESTONE,229.9931,66.19976,0,Fiber Optic
NJ,MONMOUTH,127.4586,46.77244,0,
RI,PROVIDENCE,187.4847,38.64796,0,Fiber Optic
NY,HERKIMER,172.4624,58.3401,0,Fiber Optic
SC,AIKEN,232.624,51.74095,0,DSL
AL,COOSA,187.4847,51.91699,0,Fiber Optic
NY,SCHUYLER,119.9897,52.66362,0,
FL,MARION,225.1457,65.09341,0,DSL
TX,WHARTON,152.4555,60.19463,0,DSL
TX,HARRIS,172.5104,66.98322,0,Fiber Optic
FL,MARION,179.9476,54.51932,0,Fiber Optic
TN,HAMILTON,182.4653,57.67058,0,Fiber Optic
CA,YUBA,220.1323,67.86253,0,Fiber Optic
PA,BRADFORD,162.4689,63.90801,0,Fiber Optic
KS,TREGO,190.127,69.59294,0,DSL
PA,BLAIR,245.1457,48.04631,0,Fiber Optic
PA,WASHINGTON,255.1336,58.17852,1,DSL
CA,SAN BERNARDINO,235.1884,54.06378,0,
NY,CHEMUNG,232.624,58.08347,0,DSL
IL,COOK,194.9525,67.44709,0,DSL
TN,PUTNAM,164.9853,51.47333,0,DSL
OH,FRANKLIN,225.132,69.22859,0,DSL
WV,WYOMING,149.9598,60.15609,0,Fiber Optic
CA,KERN,222.6362,60.49719,0,Fiber Optic
GA,COBB,154.9618,67.86978,0,DSL
MO,LAFAYETTE,267.6647,53.62757,0,Fiber Optic
CA,NAPA,92.48802,68.36641,0,
NC,EDGECOMBE,119.9897,66.57411,0,
TX,NOLAN,112.4844,65.9999,0,
TN,WHITE,210.1051,62.08636,0,DSL
AZ,GRAHAM,172.4871,70.99802,0,
WI,PORTAGE,179.9794,66.49538,0,Fiber Optic
NV,CLARK,114.9838,56.53633,0,
GA,HARRIS,159.9642,45.69588,0,
TX,HARRIS,255.1198,67.56344,0,DSL
CA,SACRAMENTO,167.4847,65.84526,0,DSL
IA,CERRO GORDO,184.9963,68.90677,0,
PA,BRADFORD,194.9581,66.78392,0,Fiber Optic
NY,MONROE,114.9509,66.78484,0,DSL
OK,KIOWA,157.4698,67.50379,0,Fiber Optic
PA,CHESTER,127.4586,60.58684,0,
TX,TAYLOR,107.4958,44.79567,0,DSL
FL,MIAMI-DADE,149.9483,66.1916,0,Fiber Optic
SD,LINCOLN,139.965,62.4919,0,DSL
GA,FORSYTH,129.9483,58.52641,0,DSL
MN,ITASCA,179.9476,57.7475,0,Fiber Optic
LA,ST BERNARD,127.4601,58.94262,0,DSL
NE,WAYNE,275.1336,64.51973,0,Fiber Optic
KY,HARLAN,197.6288,40.82315,1,
MI,OAKLAND,200.1465,52.15024,1,
OH,LAWRENCE,190.127,60.49154,0,DSL
OK,JACKSON,240.1149,67.98943,0,Fiber Optic
MI,SANILAC,114.9509,53.32394,0,DSL
NH,BELKNAP,129.9483,71.09348,0,DSL
OK,OSAGE,182.4676,60.24235,0,Fiber Optic
NE,KNOX,232.624,50.69374,1,DSL
NY,GREENE,187.6094,63.36271,0,DSL
ME,HANCOCK,214.9525,47.3962,0,Fiber Optic
GA,FAYETTE,107.4806,66.64396,0,
IA,DECATUR,159.983,60.57969,0,Fiber Optic
SC,LEXINGTON,182.4762,55.97831,0,
NV,PERSHING,147.4783,70.68617,0,Fiber Optic
IA,APPANOOSE,149.9378,58.73351,0,DSL
CA,SAN DIEGO,172.4567,71.51635,0,DSL
VA,PRINCE EDWARD,169.9671,48.77002,0,
OH,LORAIN,210.127,68.34459,0,Fiber Optic
CO,ADAMS,232.6228,61.27787,1,Fiber Optic
PA,CENTRE,164.967,65.63224,0,DSL
NY,GREENE,112.4551,63.08151,0,Fiber Optic
AR,BENTON,152.4798,42.01957,1,Fiber Optic
IL,COOK,169.9741,65.68687,0,Fiber Optic
MO,JACKSON,165.0182,60.14219,0,
KY,KNOX,179.9794,47.94936,0,Fiber Optic
NE,NUCKOLLS,152.5022,68.22138,0,
WV,POCAHONTAS,137.4392,39.97152,0,Fiber Optic
TX,EL PASO,240.1149,64.87596,0,Fiber Optic
VA,MADISON,172.4733,50.53589,0,
GA,GRADY,149.9741,60.95525,0,DSL
WV,MONROE,265.1283,67.21909,0,Fiber Optic
CA,SAN BERNARDINO,152.4884,48.87162,0,
IL,STEPHENSON,127.4958,70.28113,0,Fiber Optic
MN,SHERBURNE,172.4624,47.16189,0,Fiber Optic
MI,ST CLAIR,129.9483,65.2185,0,DSL
GA,WALKER,187.4811,39.70805,0,DSL
CA,LOS ANGELES,204.9634,66.33852,0,Fiber Optic
OK,PONTOTOC,247.6647,58.2471,0,DSL
TX,KERR,117.4392,68.4249,0,DSL
OH,CUYAHOGA,129.9621,61.16472,0,DSL
FL,LEE,159.9476,59.9106,0,DSL
MN,RAMSEY,117.472,55.24136,0,
MS,FORREST,194.9882,67.69161,0,Fiber Optic
PA,GREENE,147.4783,59.0652,0,Fiber Optic
VA,SUSSEX,182.4538,62.58001,0,Fiber Optic
FL,PINELLAS,162.5299,69.0717,0,
FL,MADISON,137.4616,68.55021,0,
WV,WETZEL,175.1331,69.06918,0,
WV,BRAXTON,159.9349,53.89174,0,Fiber Optic
MA,BARNSTABLE,124.9643,60.1541,0,Fiber Optic
MI,ST CLAIR,112.4551,53.79108,0,Fiber Optic
MI,VAN BUREN,265.1283,57.16367,0,Fiber Optic
FL,MIAMI-DADE,242.6326,63.71108,0,Fiber Optic
WV,CALHOUN,162.4538,64.62702,0,DSL
OH,HARDIN,240.1149,50.02645,0,Fiber Optic
NJ,PASSAIC,137.4392,58.08952,0,Fiber Optic
VA,PRINCE EDWARD,245.1457,70.67844,0,Fiber Optic
NM,QUAY,149.9483,69.6864,0,Fiber Optic
ID,KOOTENAI,117.4835,70.74838,0,
MA,HAMPDEN,230.1051,64.07652,0,Fiber Optic
WY,SHERIDAN,187.6094,41.6814,0,DSL
IN,LAKE,204.961,68.51142,0,Fiber Optic
WV,WYOMING,187.6422,61.60969,0,
MI,OAKLAND,242.6143,55.39854,0,Fiber Optic
PA,ALLEGHENY,240.1149,71.77654,0,Fiber Optic
MD,BALTIMORE,149.9621,71.88568,0,Fiber Optic
CA,LOS ANGELES,172.5104,71.44783,0,Fiber Optic
WA,COLUMBIA,207.4811,67.99043,0,Fiber Optic
OK,MCCLAIN,149.9621,63.25754,0,Fiber Optic
WV,WAYNE,165.0182,49.39534,0,
WV,HARDY,149.9483,55.63139,0,Fiber Optic
OK,OKLAHOMA,159.983,71.12548,0,Fiber Optic
MN,LE SUEUR,152.4798,63.48369,0,Fiber Optic
MO,LAWRENCE,129.9483,65.13371,0,DSL
TN,DAVIDSON,137.4684,71.48941,0,
IL,COOK,242.6106,44.03142,0,DSL
NY,ORANGE,200.1185,60.77973,0,DSL
TN,SHELBY,152.4555,60.06981,0,DSL
VA,WARREN,169.9447,65.61856,0,Fiber Optic
WA,KING,212.6415,65.25094,0,DSL
TX,HILL,182.49,53.19577,0,
