,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
8774,8775,8775,d456001,601b7fb6-6f23-44b9-976d-6669290bb2fb,hempstead,ny,nassau,11549,40.7173,-73.6028,2901,urban,america/new_york,sports therapist,8.0,33.0,associate's degree,full time,33971.73,separated,male,no,1.049154,4,0,0,no,one year,yes,yes,dsl,no,no,yes,yes,yes,no,yes,yes,yes,mailed check,56.37573,223.3611,6089.067,3,4,4,2,5,5,4,4
8775,8776,8776,c356278,9f885eab-5fc8-43bb-933b-24a68f2137d0,mulberry,ar,crawford,72947,35.57205,-94.02796,3937,urban,america/chicago,solicitor,2.0,53.0,doctorate degree,full time,33186.785,divorced,male,no,4.737175,9,1,0,no,month-to-month,yes,no,dsl,yes,no,no,yes,no,yes,no,no,yes,credit card (automatic),39.42138,128.2494,3838.725,4,2,5,5,1,4,4,3
8776,8777,8777,l319399,2f545a1d-103a-48e5-be6e-f549198afc38,concord,ma,middlesex,1742,42.46225,-71.36424,19350,suburban,america/new_york,dancer,1.0,72.0,"some college, 1 or more years, no degree",full time,71822.03,divorced,male,no,9.747426,12,1,0,no,month-to-month,no,no,dsl,yes,no,yes,no,no,yes,no,yes,yes,bank transfer(automatic),66.31761,142.0692,6123.146,1,1,3,4,3,3,5,3
8777,8778,8778,n10509,cae199a4-a93c-40db-988e-8dff08a8dfec,du bois,il,washington,62831,38.23068,-89.22126,412,rural,america/chicago,immunologist,8.0,39.0,bachelor's degree,part time,18813.32,widowed,female,no,9.586685,10,1,1,no,two year,yes,yes,fiber optic,no,no,yes,no,yes,no,yes,yes,yes,electronic check,62.52045,222.4825,6018.341,4,5,4,4,2,4,4,2
8778,8779,8779,c825312,2637598f-ef51-4529-937d-748190a47045,holderness,nh,grafton,3245,43.75003,-71.58789,2180,urban,america/new_york,clinical psychologist,1.0,53.0,master's degree,full time,15426.3,divorced,female,no,9.2761,11,2,0,no,one year,no,no,fiber optic,yes,no,no,yes,no,no,no,no,no,credit card (automatic),71.40954,134.5084,5869.863,4,4,4,3,4,4,5,2
8779,8780,8780,l129384,9fca7b08-13ef-4b75-a1eb-5ae34d0f5f08,plain city,oh,madison,43064,40.09807,-83.28778,14243,suburban,america/new_york,health promotion specialist,2.0,51.0,master's degree,unemployed,29567.14,widowed,female,no,12.18157,12,2,0,no,month-to-month,yes,no,dsl,yes,yes,no,no,no,yes,no,yes,yes,bank transfer(automatic),58.96403,174.699,5534.707,3,2,3,3,3,3,4,3
8780,8781,8781,t56833,d88cfa62-127d-4a1b-aa3c-25fc25423f5b,louisa,va,louisa,23093,38.00243,-78.04076,13712,urban,america/new_york,conference centre manager,4.0,39.0,regular high school diploma,full time,19869.24,widowed,female,no,12.81335,8,2,0,no,two year,yes,no,fiber optic,yes,yes,no,yes,yes,yes,no,no,no,bank transfer(automatic),60.72007,191.9539,5385.468,4,5,3,3,4,4,3,5
8781,8782,8782,t987467,d94c7a66-b535-48ed-9233-a52f8dbfbc8a,bradley,me,penobscot,4411,44.88125,-68.57612,1570,suburban,america/new_york,multimedia programmer,3.0,55.0,"some college, less than 1 year",full time,33186.785,never married,male,no,11.86879,13,2,1,no,month-to-month,no,no,dsl,yes,yes,no,no,yes,no,no,no,yes,electronic check,61.46188,136.306,5760.474,3,4,2,3,4,2,2,4
8782,8783,8783,i62827,4b078258-cd65-4b67-a134-2f312df6ad22,geismar,la,ascension,70734,30.2029,-91.00205,7413,rural,america/chicago,technical sales engineer,1.0,49.0,"some college, 1 or more years, no degree",full time,7742.36,married,male,no,7.896364,10,4,0,yes,month-to-month,no,no,dsl,yes,no,yes,no,no,no,no,yes,yes,bank transfer(automatic),55.09485,141.993,5278.986,2,3,3,5,3,4,3,3
8783,8784,8784,k316303,3c1bff23-a767-4a94-b42e-531ec0e714b1,overbrook,ks,osage,66524,38.7936,-95.50514,2455,suburban,america/chicago,immunologist,1.0,18.0,ged or alternative credential,full time,33186.785,never married,female,no,7.567224,10,0,1,no,two year,no,no,fiber optic,yes,no,no,yes,no,no,no,no,yes,credit card (automatic),40.53237,133.4427,3515.623,4,4,4,3,4,4,3,4
8784,8785,8785,c661614,19aaf5ed-96a0-4ff1-b0b7-c823f41b1311,wheatland,pa,mercer,16161,41.19704,-80.49571,680,rural,america/new_york,hydrographic surveyor,1.0,88.0,"9th grade to 12th grade, no diploma",student,11311.31,married,female,no,2.776181,14,0,0,no,two year,no,no,fiber optic,yes,no,no,no,no,no,no,no,yes,electronic check,71.26615,110.0126,5802.743,4,4,4,3,4,4,4,4
8785,8786,8786,o884860,55ca4713-cb92-41e2-846a-1f84fc0c3bc6,jamaica,va,middlesex,23079,37.72321,-76.69114,297,rural,america/new_york,tree surgeon,2.0,22.0,"some college, 1 or more years, no degree",full time,13102.29,divorced,female,no,5.521261,11,1,1,no,month-to-month,no,no,fiber optic,yes,yes,no,no,no,no,no,no,yes,bank transfer(automatic),51.36891,145.6692,4429.962,4,5,2,2,3,3,3,1
8786,8787,8787,x349441,316bdf66-f57b-48e1-a9f2-85c8089b5dd5,ironwood,mi,gogebic,49938,46.53458,-90.11673,7514,urban,america/menominee,patent examiner,2.0,51.0,"some college, 1 or more years, no degree",full time,28125.21,never married,male,no,9.684262,13,2,2,no,month-to-month,no,no,nan,yes,no,no,no,no,no,yes,no,yes,bank transfer(automatic),51.2129,105.1126,4493.014,3,4,3,3,4,2,3,4
8787,8788,8788,f486144,bc3da652-24ba-4638-a142-80709d46dcb0,armstrong,mo,howard,65230,39.28717,-92.69501,754,urban,america/chicago,mudlogger,0.0,34.0,"some college, less than 1 year",full time,33186.785,widowed,female,yes,11.7442,12,0,1,no,month-to-month,no,no,dsl,yes,yes,no,yes,no,no,yes,yes,yes,bank transfer(automatic),52.17851,243.279,5360.148,3,3,3,4,3,3,4,4
8788,8789,8789,a795602,a975c13b-bbc2-4d6d-b48d-cfeee473e855,morrison,ok,noble,73061,36.34882,-97.00648,1659,suburban,america/chicago,cytogeneticist,1.0,51.0,"some college, 1 or more years, no degree",full time,97230.0,widowed,female,no,13.08496,12,0,0,no,month-to-month,no,no,fiber optic,yes,yes,yes,no,yes,yes,no,yes,no,electronic check,57.07265,207.6903,5095.802,5,5,4,5,3,2,3,4
8789,8790,8790,p374315,82ee6b6c-749a-42df-8db3-05602ec9d96b,knoxville,tn,knox,37923,35.92609,-84.08019,30253,rural,america/new_york,"nurse, learning disability",1.0,51.0,no schooling completed,full time,33186.785,separated,female,no,6.846854,8,2,0,no,two year,no,yes,dsl,yes,no,no,yes,no,yes,no,no,no,credit card (automatic),50.49273,126.9579,3382.424,3,3,3,5,2,4,4,5
8790,8791,8791,l393972,8b804033-698a-4f2e-ac53-f422d288f8c1,san jacinto,ca,riverside,92582,33.80581,-117.0194,16783,suburban,america/los_angeles,ergonomist,0.0,72.0,master's degree,student,9841.71,widowed,female,no,12.42614,3,1,1,no,month-to-month,yes,no,nan,yes,no,yes,yes,yes,yes,yes,no,yes,bank transfer(automatic),36.19603,154.3396,5048.67,3,3,3,3,5,3,4,5
8791,8792,8792,l940323,c375e635-4c23-4b0d-a50e-5662734fbe28,hillsborough,nc,orange,27278,36.08601,-79.08617,26054,suburban,america/new_york,marine scientist,1.0,79.0,"some college, 1 or more years, no degree",full time,33129.89,never married,female,no,8.908382,19,0,0,no,two year,no,no,fiber optic,yes,no,no,yes,yes,no,no,no,no,mailed check,71.44791,147.4886,5964.71,4,4,5,4,5,3,5,4
8792,8793,8793,u515711,df15a1db-fcf9-442e-b7ef-004363de9710,lakeshore,ca,fresno,93634,37.2076,-118.9422,21,rural,america/los_angeles,television camera operator,2.0,80.0,regular high school diploma,student,11491.42,divorced,male,no,11.50711,12,0,0,no,two year,yes,no,nan,no,yes,no,yes,no,no,yes,yes,no,mailed check,66.50713,231.1427,6078.515,4,4,4,6,2,3,4,2
8793,8794,8794,u344970,607ab248-c7c1-4d26-8de7-3017280706e3,woodland,mi,barry,48897,42.70682,-85.13211,1448,suburban,america/detroit,occupational therapist,3.0,24.0,nursery school to 8th grade,part time,91326.09,divorced,male,no,11.60858,14,1,0,no,month-to-month,yes,no,nan,yes,no,yes,no,yes,no,no,yes,yes,mailed check,61.82003,129.5686,5640.896,2,2,3,4,4,2,2,3
8794,8795,8795,s199014,9195ab58-ddaf-421d-8aa1-23f02c8fb928,sturgeon,mo,boone,65284,39.20062,-92.29691,2004,suburban,america/chicago,television/film/video producer,4.0,53.0,regular high school diploma,full time,12537.81,married,female,no,11.87336,16,2,1,no,month-to-month,no,yes,dsl,yes,no,no,yes,no,no,yes,no,yes,credit card (automatic),51.99282,139.5625,4977.282,4,4,5,3,4,3,5,4
8795,8796,8796,s944238,db200636-6fc6-4509-ac04-ed58e0dac681,nashville,tn,davidson,37228,36.19498,-86.80403,1206,rural,america/chicago,"engineer, energy",1.0,53.0,bachelor's degree,part time,29161.56,divorced,female,no,9.198508,15,1,0,no,two year,no,yes,fiber optic,yes,yes,no,no,yes,no,no,yes,yes,credit card (automatic),68.93363,205.8048,6101.209,4,4,3,4,3,3,3,2
8796,8797,8797,m752980,344f9b37-4898-4ec9-aae9-ab7bf2a484b2,harbor view,oh,lucas,43434,41.69299,-83.44472,61,urban,america/new_york,actuary,1.0,71.0,ged or alternative credential,unemployed,32720.92,divorced,female,no,9.286813,10,3,2,yes,one year,no,no,dsl,yes,yes,no,no,no,no,yes,no,yes,electronic check,68.59726,150.5173,6228.7,5,5,4,3,4,4,6,4
8797,8798,8798,t482512,de57047e-b5ed-456d-a2bf-461df85ba15f,rock valley,ia,sioux,51247,43.19133,-96.33947,5044,suburban,america/chicago,dietitian,2.0,67.0,master's degree,full time,33186.785,never married,male,no,6.365362,9,1,0,no,month-to-month,yes,no,fiber optic,yes,no,no,yes,no,no,no,no,yes,mailed check,67.53691,136.4563,5711.52,4,3,3,5,5,4,4,4
8798,8799,8799,l542612,f9e68cec-d544-4fb5-8f9f-bbb4fb1fc54b,fargo,ok,ellis,73840,36.35369,-99.61841,739,rural,america/chicago,"teacher, secondary school",4.0,77.0,bachelor's degree,full time,17893.93,widowed,male,no,3.643376,16,0,0,no,one year,no,no,nan,yes,no,no,yes,no,no,yes,no,yes,bank transfer(automatic),65.77898,126.8534,5756.843,4,4,5,2,5,2,2,2
8799,8800,8800,i679830,4b813bb8-0b5a-4815-8420-31ebe7556d41,middleton,mi,gratiot,48856,43.2,-84.73669,865,urban,america/detroit,"solicitor, scotland",0.0,49.0,"9th grade to 12th grade, no diploma",part time,11575.14,married,male,no,43.14144,18,0,0,no,one year,yes,no,fiber optic,yes,no,yes,yes,yes,yes,no,yes,yes,bank transfer(automatic),64.48578,227.1075,5783.315,5,4,3,4,4,3,4,3
8800,8801,8801,l933426,f6d156b0-e103-407a-81c0-5a147b915bc3,gheens,la,lafourche,70355,29.69904,-90.42925,1210,rural,america/chicago,theatre manager,1.0,78.0,"some college, 1 or more years, no degree",student,37039.36,divorced,male,no,7.759607,10,2,0,no,two year,yes,no,fiber optic,yes,yes,no,yes,no,yes,yes,yes,yes,bank transfer(automatic),68.68812,275.4786,6237.317,2,3,3,4,4,2,2,3
8801,8802,8802,k725096,5379d7c5-a556-49f4-a099-7cfb1de01a82,san luis obispo,ca,san luis obispo,93405,35.29781,-120.7272,36550,urban,america/los_angeles,"scientist, research (life sciences)",0.0,89.0,regular high school diploma,full time,46051.44,married,male,no,12.66611,10,0,0,no,month-to-month,no,no,dsl,no,no,no,no,no,yes,yes,yes,no,bank transfer(automatic),64.79987,198.9404,6099.425,4,3,3,3,5,3,4,4
8802,8803,8803,d225235,cc6ed1c0-77ae-42b1-91e7-e33de5e63f89,rockford,mi,kent,49341,43.1243,-85.49189,36711,suburban,america/detroit,public affairs consultant,2.0,26.0,regular high school diploma,full time,42539.6,widowed,female,no,12.94306,10,1,0,no,one year,no,no,fiber optic,yes,no,no,no,no,yes,no,yes,yes,electronic check,66.70002,160.0086,5765.098,4,4,4,4,4,4,4,3
8803,8804,8804,q822881,d0368364-4609-405b-91f0-858d320b3211,bethpage,tn,sumner,37022,36.50013,-86.31074,6473,urban,america/chicago,air traffic controller,4.0,42.0,bachelor's degree,full time,9374.34,separated,male,no,5.092019,11,0,0,yes,month-to-month,no,no,fiber optic,yes,yes,no,no,no,yes,no,no,no,bank transfer(automatic),55.40847,157.3811,4843.561,2,1,2,5,4,3,3,2
8804,8805,8805,k112352,99c167bb-a698-4dc1-997d-16565ef374d8,stratford,sd,brown,57474,45.29864,-98.26884,215,suburban,america/chicago,it sales professional,1.0,45.0,regular high school diploma,full time,20114.83,married,male,no,12.77636,12,2,1,no,one year,yes,no,fiber optic,yes,yes,no,yes,no,no,yes,no,yes,credit card (automatic),58.52385,193.9961,5246.886,3,4,3,4,5,4,4,3
8805,8806,8806,n523135,18e26752-0fbb-45af-a4a9-0ee0f6014c10,la center,wa,clark,98629,45.88169,-122.6141,8689,suburban,america/los_angeles,"psychologist, prison and probation services",1.0,53.0,master's degree,full time,8361.24,never married,male,no,11.42488,11,0,2,no,two year,no,yes,fiber optic,yes,yes,no,no,no,no,no,yes,no,bank transfer(automatic),69.12212,179.6202,6093.077,4,4,5,2,4,2,3,2
8806,8807,8807,q26506,42adf46d-15a1-467e-a9c8-e251b1beacf6,pineland,sc,jasper,29934,32.59314,-81.10785,1150,rural,america/new_york,forest/woodland manager,7.0,65.0,"some college, 1 or more years, no degree",retired,12555.95,divorced,female,yes,7.197249,9,0,0,yes,two year,yes,no,dsl,yes,yes,no,yes,yes,no,yes,yes,yes,bank transfer(automatic),70.7555,254.7195,7081.307,5,6,5,2,3,5,5,3
8807,8808,8808,r593883,dccf1eaf-4263-41fe-9791-cd4af06641df,mapleton,nd,cass,58059,46.84415,-97.11661,1348,rural,america/chicago,trading standards officer,1.0,72.0,nursery school to 8th grade,full time,33186.785,divorced,male,no,10.73985,9,1,1,no,month-to-month,yes,no,dsl,yes,no,no,no,no,yes,no,yes,yes,bank transfer(automatic),62.23897,138.848,5806.102,3,4,4,3,3,4,4,3
8808,8809,8809,n222050,f2107373-0efc-43d7-a6ed-d64d80f9359f,thompsons station,tn,williamson,37179,35.81156,-86.92773,15738,suburban,america/chicago,associate professor,3.0,43.0,associate's degree,student,50100.2,never married,female,no,2.880796,7,0,0,no,two year,no,no,nan,yes,yes,yes,yes,yes,no,yes,no,yes,electronic check,69.27587,174.1439,6309.305,3,2,3,4,4,4,4,3
8809,8810,8810,z460359,ba0cfc4d-da70-477b-bf0d-dad7fe7b9839,pittsboro,in,hendricks,46167,39.87544,-86.47058,6572,rural,america/indiana/indianapolis,trading standards officer,4.0,44.0,regular high school diploma,full time,22802.9,separated,female,no,5.35278,7,0,0,no,month-to-month,yes,no,dsl,yes,no,no,yes,no,no,yes,no,yes,electronic check,48.27562,139.5063,4797.291,2,3,3,3,3,3,4,4
8810,8811,8811,k885847,003b8823-e4c8-4abf-b3a5-cc50b9c3e6d0,braddock heights,md,frederick,21714,39.41901,-77.50473,199,rural,america/new_york,research scientist (maths),2.0,50.0,bachelor's degree,full time,33186.785,widowed,male,no,6.695763,19,0,0,no,two year,no,yes,fiber optic,yes,no,yes,no,yes,no,no,no,no,electronic check,69.31577,127.2446,3382.424,5,5,5,4,3,4,4,3
8811,8812,8812,v698076,2c47a6ff-1942-4bfe-af7e-179e4605edca,bolton,ct,tolland,6043,41.76647,-72.43902,4928,urban,america/new_york,pension scheme manager,0.0,86.0,regular high school diploma,full time,33186.785,divorced,male,yes,11.26521,12,1,1,no,month-to-month,no,no,fiber optic,yes,yes,yes,yes,yes,no,yes,no,yes,bank transfer(automatic),43.87969,208.0136,4042.115,4,4,5,3,4,2,2,3
8812,8813,8813,a825502,72409b06-92f1-4aad-9cc9-b9e5c76fb1f1,rose city,mi,ogemaw,48654,44.45598,-84.13164,2068,urban,america/detroit,"engineer, manufacturing systems",1.0,29.0,regular high school diploma,full time,82983.69,divorced,female,no,9.757232,13,0,0,no,month-to-month,yes,no,fiber optic,yes,yes,no,yes,yes,yes,yes,no,yes,electronic check,36.19603,216.257,5544.621,4,4,3,3,4,2,6,1
8813,8814,8814,h928939,a3cdc6c4-38bd-4155-a7c5-0df5611e5b50,vista,ca,san diego,92083,33.1979,-117.2482,39043,rural,america/los_angeles,occupational psychologist,1.0,56.0,master's degree,full time,57552.49,widowed,female,no,12.49735,20,0,0,no,month-to-month,yes,no,fiber optic,yes,no,yes,yes,no,no,no,no,no,electronic check,57.60401,139.7036,4865.052,4,4,3,3,4,5,3,4
8814,8815,8815,x37445,ebc2b075-64d9-4d13-99aa-e41e32bd3c81,vale,nc,lincoln,28168,35.55477,-81.42363,10056,suburban,america/new_york,immunologist,1.0,29.0,bachelor's degree,part time,111778.1,married,male,no,10.35614,19,1,0,no,month-to-month,yes,no,fiber optic,yes,no,yes,no,yes,no,yes,yes,yes,mailed check,47.67256,221.1756,4666.085,3,3,3,3,3,3,3,3
8815,8816,8816,j33472,dac88196-7dda-412c-bfb5-098f43574e0e,virginia,ne,gage,68458,40.23004,-96.50321,176,urban,america/chicago,"journalist, newspaper",0.0,73.0,master's degree,part time,9316.7,married,male,no,11.87521,13,0,2,no,month-to-month,yes,yes,dsl,yes,yes,no,yes,yes,yes,no,yes,yes,credit card (automatic),65.99581,208.1762,6238.599,4,4,3,3,2,4,4,4
8816,8817,8817,c582722,749b0bee-419f-46e2-9f13-cb57b81f66b3,new springfield,oh,mahoning,44443,40.9244,-80.59835,1672,urban,america/new_york,aeronautical engineer,0.0,53.0,master's degree,full time,1935.7,divorced,male,no,5.198248,17,0,0,yes,one year,no,no,nan,yes,no,no,no,yes,yes,no,yes,no,bank transfer(automatic),65.27026,141.0078,5599.714,4,4,3,4,2,3,5,4
8817,8818,8818,l980328,e5491abc-0de9-40b8-befc-2ad0885e825d,saint ansgar,ia,mitchell,50472,43.42202,-92.94688,2335,suburban,america/chicago,regulatory affairs officer,3.0,65.0,"9th grade to 12th grade, no diploma",full time,11955.52,never married,male,no,8.025444,10,1,0,no,two year,no,yes,dsl,yes,yes,yes,no,no,no,no,yes,no,electronic check,68.61891,161.6295,6463.857,2,2,3,4,4,4,4,4
8818,8819,8819,x808372,9ddbe0a0-9b01-4381-89ee-645bf1ccaf73,rome,in,perry,47574,37.95313,-86.55187,285,rural,america/indiana/tell_city,commercial art gallery manager,0.0,53.0,"9th grade to 12th grade, no diploma",full time,19329.4,divorced,male,yes,5.519722,8,1,0,no,month-to-month,yes,no,fiber optic,yes,yes,no,yes,yes,no,yes,yes,yes,bank transfer(automatic),47.60481,273.7082,4546.719,2,2,4,4,3,4,2,3
8819,8820,8820,b601895,4e6b9b3e-8bd5-4ebc-b624-57ba74a1d179,wagener,sc,aiken,29164,33.65532,-81.42212,5190,urban,america/new_york,corporate investment banker,2.0,53.0,regular high school diploma,full time,33186.785,widowed,male,no,7.082879,7,0,0,yes,month-to-month,yes,yes,fiber optic,yes,no,no,no,no,yes,no,yes,no,credit card (automatic),68.47424,160.2715,5805.877,3,4,3,4,5,3,2,4
8820,8821,8821,e920808,480ca54f-b924-4eaa-903b-0999f65a0259,jacksonville,il,morgan,62650,39.73455,-90.22337,26749,suburban,america/chicago,hotel manager,2.0,49.0,regular high school diploma,full time,30964.02,divorced,female,no,10.25149,15,1,0,no,month-to-month,yes,no,fiber optic,yes,no,no,yes,yes,no,yes,yes,yes,bank transfer(automatic),62.78883,242.2052,5841.625,2,3,2,3,3,3,3,3
8821,8822,8822,x972558,10c942ab-a70c-4168-b565-0fb9316a7207,rialto,ca,san bernardino,92377,34.15607,-117.4042,19556,rural,america/los_angeles,electronics engineer,0.0,82.0,master's degree,retired,33186.785,separated,female,no,6.569795,9,0,0,no,month-to-month,no,no,fiber optic,yes,yes,no,yes,yes,yes,no,yes,yes,electronic check,48.01685,228.6365,4240.154,4,3,5,3,4,4,4,3
8822,8823,8823,v330988,3a9d34ca-f048-4a6a-83be-f5892c51c92b,mathis,tx,san patricio,78368,28.10546,-97.8103,9725,suburban,america/chicago,public house manager,2.0,53.0,"9th grade to 12th grade, no diploma",full time,33186.785,widowed,male,no,10.79208,11,1,1,yes,two year,yes,no,nan,yes,yes,yes,no,yes,no,yes,yes,yes,credit card (automatic),71.07998,221.321,6522.842,3,2,3,3,4,2,5,5
8823,8824,8824,t767556,a08da16a-9fba-4dc8-9b12-d0e4dfd9ade9,branchland,wv,lincoln,25506,38.20696,-82.18599,4976,suburban,america/new_york,banker,0.0,77.0,bachelor's degree,part time,44511.9,separated,male,yes,30.96987,11,2,0,no,month-to-month,no,no,nan,yes,yes,no,yes,yes,no,yes,yes,no,bank transfer(automatic),61.48122,270.8182,5700.116,2,2,2,5,2,3,3,3
8824,8825,8825,r790383,e7153c9b-565d-464e-b534-809ab1be2759,luna pier,mi,monroe,48157,41.81451,-83.43854,1236,suburban,america/detroit,audiological scientist,1.0,18.0,regular high school diploma,full time,29670.11,separated,male,no,14.03088,11,1,1,no,month-to-month,no,yes,fiber optic,no,yes,no,yes,no,yes,yes,no,yes,mailed check,70.42068,204.5219,6314.533,5,5,6,6,2,5,5,4
8825,8826,8826,b831355,f68f87ef-ed8c-4504-bcf6-d8dac0350769,yellville,ar,marion,72687,36.26758,-92.7136,6460,urban,america/chicago,retail buyer,1.0,26.0,bachelor's degree,retired,21046.8,separated,male,no,14.13134,17,4,1,no,month-to-month,no,no,nan,yes,no,yes,no,no,no,no,yes,no,bank transfer(automatic),67.10773,119.0755,3382.424,5,4,4,3,4,4,4,4
8826,8827,8827,m231870,a5bd4327-18b1-40c6-b6ac-ddb696a4aa19,north augusta,sc,edgefield,29860,33.60278,-81.97479,15762,suburban,america/new_york,"engineer, drilling",0.0,22.0,regular high school diploma,retired,40885.91,separated,female,no,7.017532,10,0,1,no,month-to-month,no,no,fiber optic,no,no,yes,no,no,no,no,yes,no,electronic check,60.31971,149.4878,3382.424,3,3,2,2,5,3,4,2
8827,8828,8828,p635169,75eb5fa6-7341-4eef-b429-825cdb6ba206,cayuta,ny,schuyler,14824,42.26709,-76.70087,471,rural,america/new_york,"engineer, structural",10.0,66.0,nursery school to 8th grade,full time,7974.41,never married,female,no,8.77095,14,3,1,no,two year,no,yes,fiber optic,yes,yes,yes,no,yes,no,no,no,yes,bank transfer(automatic),60.69166,160.4189,5456.215,5,3,5,4,4,5,5,2
8828,8829,8829,y584273,5782fa22-e3a4-4d5c-91ba-227891dbdebd,saint paul,mn,washington,55128,44.98793,-92.96393,28849,rural,america/chicago,landscape architect,1.0,63.0,regular high school diploma,full time,33186.785,widowed,female,no,9.846743,14,3,1,no,month-to-month,no,no,fiber optic,no,no,yes,no,no,no,yes,no,no,electronic check,70.56821,140.3015,6036.968,5,4,3,3,3,4,3,2
8829,8830,8830,e559589,44108b53-db7d-4d10-842b-843293b78e3c,st john,ks,stafford,67576,38.03365,-98.79384,1920,suburban,america/chicago,insurance claims handler,1.0,54.0,bachelor's degree,retired,33186.785,separated,male,no,11.40301,17,2,0,no,month-to-month,yes,no,nan,yes,no,no,no,no,yes,no,no,yes,bank transfer(automatic),58.95425,92.6106,4930.445,5,7,5,3,4,5,5,5
8830,8831,8831,s812132,5f3ba2a1-a4d2-4074-a139-98812098936d,holly grove,ar,monroe,72069,34.53481,-91.13088,1148,rural,america/chicago,field trials officer,2.0,53.0,regular high school diploma,retired,186156.6,divorced,male,no,13.24887,13,0,1,no,month-to-month,no,no,fiber optic,yes,no,no,yes,yes,yes,yes,yes,yes,bank transfer(automatic),65.66957,255.9126,6174.944,4,4,3,3,3,5,4,2
8831,8832,8832,a957431,872ae289-6f07-428f-94bc-9efcc3ec9385,perry,ga,houston,31069,32.44106,-83.74345,20167,rural,america/new_york,"sound technician, broadcasting/film/video",1.0,80.0,associate's degree,student,10795.57,widowed,male,no,16.81104,7,0,0,no,two year,yes,no,nan,yes,no,no,yes,no,yes,no,yes,yes,bank transfer(automatic),50.71608,149.1199,4577.777,3,3,2,4,3,5,3,2
8832,8833,8833,x748009,912742a3-397e-4bca-b685-cbb62096dccf,harrells,nc,sampson,28444,34.69176,-78.3196,1962,suburban,america/new_york,claims inspector/assessor,4.0,72.0,"some college, 1 or more years, no degree",full time,18961.05,separated,female,no,10.04522,17,1,2,no,month-to-month,no,no,fiber optic,yes,no,no,yes,no,no,no,no,no,mailed check,70.77383,145.8789,5943.959,3,3,4,3,3,4,3,2
8833,8834,8834,t279040,db2c033d-66e0-4667-b4e8-17f2956187f4,brownsboro,tx,henderson,75756,32.30402,-95.60002,4611,urban,america/chicago,proofreader,3.0,53.0,regular high school diploma,full time,56565.69,married,male,no,6.383237,10,0,0,yes,month-to-month,no,no,fiber optic,yes,yes,yes,no,no,yes,no,no,no,electronic check,63.9264,160.4154,5559.691,3,3,2,3,4,2,1,3
8834,8835,8835,w619405,9a46b2af-2210-4235-8f0d-c532b295a1e4,dorsey,il,madison,62021,38.97733,-89.97924,920,rural,america/chicago,local government officer,1.0,53.0,regular high school diploma,retired,8167.63,married,female,no,11.40563,10,0,0,yes,month-to-month,yes,no,nan,yes,no,no,no,yes,no,no,yes,no,electronic check,71.59439,127.1052,6018.175,4,4,3,4,5,4,4,5
8835,8836,8836,d683005,d44cd148-c66a-4987-906d-905e0b63ea06,grand coulee,wa,grant,99133,48.01489,-119.0768,1576,urban,america/los_angeles,"teacher, primary school",1.0,61.0,"some college, 1 or more years, no degree",retired,75515.78,divorced,female,no,6.009688,12,0,0,no,two year,yes,no,dsl,yes,yes,no,no,no,yes,yes,no,yes,bank transfer(automatic),71.05361,162.7002,6497.863,5,5,4,5,1,3,4,4
8836,8837,8837,d840710,9fedad1d-d028-4bbe-93fd-5d8b4c324134,coral,mi,montcalm,49322,43.35676,-85.3512,1480,urban,america/detroit,lexicographer,0.0,29.0,"some college, 1 or more years, no degree",part time,37399.88,widowed,male,no,11.75295,18,0,0,no,two year,no,yes,dsl,yes,no,no,no,no,yes,yes,no,no,credit card (automatic),58.73457,132.6607,5537.702,4,4,5,3,4,5,5,4
8837,8838,8838,c37582,707489bd-e28b-44d7-87f1-19d31587a6b1,ouaquaga,ny,broome,13826,42.1026,-75.63986,15,rural,america/new_york,advice worker,1.0,84.0,"some college, 1 or more years, no degree",full time,60276.48,widowed,female,no,6.875659,3,2,0,no,month-to-month,no,no,nan,yes,no,no,yes,no,yes,yes,no,yes,electronic check,36.19603,139.5045,5797.444,2,2,3,5,3,4,3,3
8838,8839,8839,s59586,61223430-9364-4ddc-b154-83bb6181e2f9,rogers,ar,benton,72758,36.29972,-94.13837,40770,rural,america/chicago,comptroller,0.0,53.0,ged or alternative credential,full time,15299.42,widowed,male,yes,8.461379,8,3,1,no,month-to-month,no,no,nan,yes,yes,no,yes,yes,no,yes,yes,yes,bank transfer(automatic),51.67488,243.0779,5050.701,3,4,2,3,4,3,3,4
8839,8840,8840,z16192,a154ac3e-34fb-4a6b-bf93-3fa6f7f849d2,holtville,ca,imperial,92250,32.82385,-115.2394,8979,suburban,america/los_angeles,retail banker,1.0,41.0,"some college, 1 or more years, no degree",full time,58545.72,never married,male,no,8.379348,14,0,1,no,two year,yes,no,dsl,yes,no,no,yes,yes,yes,yes,no,no,bank transfer(automatic),60.93346,165.4917,5888.452,4,3,4,5,3,4,5,5
